et,obcflags,batt,curr,txforward2,txcurr,rxcurr,rxdoppler,rxrssi,txreflected,txforward,txtemp,txvoltage,antsA,antsB,localtime,boardtime
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",412,953,"0,003824","0,005975","-2,58064516129032","8,08064516129032",100,100,2021-03-27 10:27:50,
PY4ZBZ,007D,"8,286","0,067","0,080065",0,"0,057",411,943,"0,003824","0,005975","-1,93548387096774","8,06451612903226",100,100,2021-03-27 10:28:35,
PY4ZBZ,007D,"8,286","0,063","0,060228",0,"0,057",384,950,"0,003824","0,003824","-1,93548387096774","8,08064516129032",100,100,2021-03-27 10:28:50,
PY4ZBZ,007D,"8,286","0,067","0,080065",0,"0,057",414,958,"0,005975","0,005975","-1,93548387096774","8,11290322580645",100,100,2021-03-27 10:29:05,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",414,941,"0,003824","0,005975","-1,29032258064516","8,09677419354839",100,100,2021-03-27 10:30:50,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",414,950,"0,003824","0,005975","-0,967741935483872","8,09677419354839",100,100,2021-03-27 10:31:05,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",414,942,"0,003824","0,005975","-0,967741935483872","8,04838709677419",100,100,2021-03-27 10:31:20,
PY4ZBZ,007D,"8,286","0,067","0,080065",0,"0,058",416,952,"0,003824","0,005975","-0,645161290322584","8,08064516129032",100,100,2021-03-27 10:31:35,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",394,948,"0,003824","0,005975","-0,322580645161288","8,11290322580645",100,100,2021-03-27 10:31:50,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",411,954,"0,003824","0,005975","0,645161290322584","8,08064516129032",100,100,2021-03-27 12:09:04,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",414,954,"0,003824","0,005975","0,645161290322584","8,06451612903226",100,100,2021-03-27 12:09:18,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",413,942,"0,005975","0,005975","0,967741935483872","8,08064516129032",100,100,2021-03-27 12:09:33,
PV8DX,007D,"8,296","0,063","0,075285",0,"0,058",413,941,"0,003824","0,005975","0,967741935483872","8,09677419354839",100,100,2021-03-27 12:09:48,
PV8DX,007D,"8,296","0,063","0,075285",0,"0,057",412,952,"0,003824","0,005975","1,29032258064516","8,11290322580645",100,100,2021-03-27 12:10:03,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,945,"0,005975","0,005975","1,29032258064516","8,08064516129032",100,100,2021-03-27 12:10:19,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",414,948,"0,003824","0,005975","1,29032258064516","8,04838709677419",100,100,2021-03-27 12:10:48,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,057",412,950,"0,003824","0,005975","1,61290322580645","8,06451612903226",100,100,2021-03-27 12:11:03,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,957,"0,003824","0,005975","1,93548387096774","8,11290322580645",100,100,2021-03-27 12:11:48,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,952,"0,003824","0,005975","2,25806451612903","8,06451612903226",100,100,2021-03-27 12:12:18,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",414,949,"0,005975","0,005975","2,58064516129032","8,11290322580645",100,100,2021-03-27 12:13:03,
PV8DX,323B,"11,569","13,1","45870,8159",12347,"13,617",11319,14000,"119182,981079","42671,787516","3600,64516129032","213,41935483871",4E,,2021-03-27 23:55:30,
PV8DX,007D,"8,296","0,067","20,49664",0,"0,057",384,949,"0,003824","0,005975","-1,61290322580645","8,04838709677419",100,100,2021-03-28 12:04:31,
PV8DX,007D,"8,296","0,063","19,27296",0,"0,057",412,944,"0,003824","0,005975","-1,29032258064516","8,11290322580645",100,100,2021-03-28 12:05:01,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",416,950,"0,003824","0,005975","-0,967741935483872","8,09677419354839",100,100,2021-03-28 12:05:16,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",412,953,"0,003824","0,005975","-0,967741935483872","8,09677419354839",100,100,2021-03-28 12:05:31,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",413,953,"0,003824","0,005975","-0,967741935483872","8,06451612903226",100,100,2021-03-28 12:05:46,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",415,943,"0,003824","0,005975","-0,645161290322584","8,09677419354839",100,100,2021-03-28 12:06:16,
PV8DX,007D,"8,296","0,067","20,49664",0,"0,057",415,949,0,"0,005975","-0,645161290322584","8,09677419354839",100,100,2021-03-28 12:06:31,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",415,950,"0,003824","0,005975","-0,322580645161288","8,09677419354839",100,100,2021-03-28 12:06:46,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",412,937,"0,003824","0,005975","-0,322580645161288","8,08064516129032",100,100,2021-03-28 12:07:01,
PY4ZBZ,007D,"8,286","0,063","0,075285",0,"0,057",412,946,"0,003824","0,005975","-2,58064516129032","8,06451612903226",100,100,2021-03-29 10:17:59,
PY4ZBZ,007D,"8,286","0,067","0,080065",0,"0,057",412,951,"0,003824","0,005975",-50,"8,08064516129032",100,100,2021-03-29 10:19:14,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",414,940,"0,003824","0,005975","-0,967741935483872","8,09677419354839",100,100,2021-03-29 10:20:14,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",413,949,"0,003824","0,005975","-0,645161290322584","8,09677419354839",100,100,2021-03-29 10:20:59,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",412,947,"0,003824","0,005975",0,"8,09677419354839",100,100,2021-03-29 10:21:59,
PY4ZBZ,007D,"8,286","0,067","0,080065",0,"0,057",413,949,"0,003824","0,005975","0,645161290322584","8,09677419354839",100,100,2021-03-29 10:22:29,
PY4ZBZ,007D,"8,286","0,063","0,075285",0,"0,057",407,949,"0,003824","0,005975","-3,54838709677419","8,04838709677419",100,100,2021-03-29 11:54:28,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,057",412,942,"0,003824","0,005975","-0,645161290322584","8,11290322580645",100,100,2021-03-29 12:00:28,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",413,956,"0,003824","0,005975","-0,322580645161288","8,03225806451613",100,100,2021-03-29 12:00:43,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,057",412,948,"0,003824","0,005975","-0,322580645161288","8,09677419354839",100,100,2021-03-29 12:00:58,
PV8DX,007D,"8,186","0,063","19,27296",0,"0,058",413,938,"0,003824","0,005975","4,83870967741935",8,100,100,2021-03-29 23:59:04,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,057",417,943,"0,003824","0,005975","1,29032258064516","8,09677419354839",100,100,2021-03-30 11:55:55,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",415,937,"0,005975","0,005975","1,61290322580645","8,08064516129032",100,100,2021-03-30 11:56:40,
PV8DX,007D,"8,286","0,063","0,075285",0,"0,057",414,945,"0,003824","0,005975","1,61290322580645","8,06451612903226",100,100,2021-03-30 11:56:55,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",412,946,"0,003824","0,005975","1,93548387096774","8,08064516129032",100,100,2021-03-30 11:57:10,
PV8DX,007D,"8,306","0,067","0,080065",0,"0,057",415,949,"0,003824","0,005975","2,58064516129032","8,11290322580645",100,100,2021-03-30 11:58:40,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",415,949,"0,003824","0,005975","2,90322580645162","8,06451612903226",100,100,2021-03-30 11:59:10,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",412,950,"0,005975","0,005975","3,2258064516129","8,06451612903226",100,100,2021-03-30 11:59:55,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,948,"0,005975","0,005975","3,54838709677419","8,09677419354839",100,100,2021-03-30 12:00:10,
PV8DX,007D,"8,196","0,063","0,075285",0,"0,059",413,955,"0,005975","0,005975","5,16129032258065","8,01612903225806",100,100,2021-03-30 23:53:31,
PV8DX,007D,"8,196","0,063","0,075285",0,"0,059",413,955,"0,005975","0,005975","5,16129032258065","8,01612903225806",100,100,2021-03-30 23:53:31,
PY4ZBZ,007D,"8,286","0,067","20,49664",0,"0,056",406,954,"0,003824","0,005975","-4,51612903225806","8,06451612903226",100,100,2021-03-31 10:10:09,
PY4ZBZ,007D,"8,286","0,067","20,49664",0,"0,057",407,946,"0,003824","0,005975","-4,19354838709678","8,11290322580645",100,100,2021-03-31 10:10:24,
PY4ZBZ,007D,"8,286","0,067","20,49664",0,"0,057",410,941,"0,003824","0,005975","-3,2258064516129","8,06451612903226",100,100,2021-03-31 10:12:39,
PY4ZBZ,007D,"8,296","0,067","0,080065",0,"0,057",413,953,"0,003824","0,005975","-2,58064516129032","8,09677419354839",100,100,2021-04-01 10:07:06,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,057",415,958,"0,003824","0,005975","0,322580645161288","8,08064516129032",100,100,2021-04-01 11:47:49,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",417,958,"0,003824","0,005975","0,322580645161288","8,09677419354839",100,100,2021-04-01 11:48:04,
PV8DX,007D,"8,176","0,063","0,075285",0,"0,058",413,945,"0,003824","0,005975","4,19354838709678","7,96774193548387",100,100,2021-04-05 23:26:16,
PV8DX,007D,"8,176","0,067","0,080065",0,"0,059",412,941,"0,003824","0,005975","4,51612903225806","7,98387096774193",100,100,2021-04-05 23:26:30,
PV8DX,007D,"8,166","0,063","0,075285",0,"0,058",413,941,"0,003824","0,005975","3,87096774193548","7,96774193548387",100,100,2021-04-05 23:27:16,
PV8DX,007D,"8,176","0,063","0,075285",0,"0,059",411,954,"0,003824","0,005975","3,87096774193548",8,100,100,2021-04-05 23:27:30,
PV8DX,007D,"8,166","0,067","0,080065",0,"0,059",413,949,"0,003824","0,005975","3,54838709677419","7,95161290322581",100,100,2021-04-05 23:28:00,
COESU,007D,"8,286","0,067","28,707485",0,"0,056",410,950,"0,003824","0,005975","-2,58064516129032","8,04838709677419",100,100,2021-04-06 11:17:22,2020-12-24 06:22:31
COESU,007D,"8,286","0,067","28,886735",0,"0,057",410,945,"0,003824","0,005975","-1,29032258064516","8,08064516129032",100,100,2021-04-06 11:19:52,2020-12-24 06:25:01
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",412,945,"0,003824","0,005975","0,967741935483872","8,06451612903226",100,100,2021-04-06 11:24:07,
PV8DX,007D,"8,296","0,067","20,49664",0,"0,057",415,938,"0,003824","0,005975","0,967741935483872","8,04838709677419",100,100,2021-04-06 11:24:22,
PV8DX,007D,"8,296","0,067","20,49664",0,"0,057",413,945,0,"0,005975","1,29032258064516","8,09677419354839",100,100,2021-04-06 11:24:37,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",414,939,"0,003824","0,005975","1,29032258064516","8,04838709677419",100,100,2021-04-06 11:24:52,
PV8DX,007D,"8,296","0,067","20,49664",0,"0,058",413,951,"0,005975","0,005975","1,61290322580645","8,08064516129032",100,100,2021-04-06 11:25:22,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,058",415,952,"0,005975","0,005975","1,93548387096774","8,09677419354839",100,100,2021-04-06 11:25:51,
PV8DX,007D,"8,296","0,067","20,49664",0,"0,057",413,956,"0,005975","0,005975","2,25806451612903","8,08064516129032",100,100,2021-04-06 11:26:22,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,058",413,943,"0,003824","0,005975","2,25806451612903","8,06451612903226",100,100,2021-04-06 11:26:37,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,058",416,954,"0,003824","0,005975","2,25806451612903","8,11290322580645",100,100,2021-04-06 11:26:52,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,058",415,948,"0,005975","0,005975","2,58064516129032","8,11290322580645",100,100,2021-04-06 11:27:06,
PV8DX,007D,"8,296","0,067","20,49664",0,"0,058",412,946,"0,003824","0,005975","2,90322580645162","8,09677419354839",100,100,2021-04-06 11:27:37,
PV8DX,007D,"8,286","0,067","20,49664",0,"0,057",414,939,"0,003824","0,005975","2,90322580645162","8,08064516129032",100,100,2021-04-06 11:27:52,
PV8DX,007D,"8,296","0,063","19,27296",0,"0,058",413,951,"0,005975","0,005975","3,2258064516129","8,08064516129032",100,100,2021-04-06 11:28:22,
COESU,007D,"8,176","0,063","3,13568",0,"0,059",429,947,"0,005975","0,005975","3,2258064516129",8,100,100,2021-04-06 23:32:58,2020-12-24 18:38:08
COESU,007D,"8,286","0,067","53,20618",0,"0,057",415,950,"0,003824","0,005975","-0,645161290322584","8,11290322580645",100,100,2021-04-07 11:11:19,2020-12-25 06:16:28
COESU,007D,"8,286","0,067","53,224105",0,"0,057",412,952,"0,003824","0,005975","-0,645161290322584","8,04838709677419",100,100,2021-04-07 11:11:34,2020-12-25 06:16:43
COESU,007D,"8,286","0,067","53,279075",0,"0,057",413,947,"0,003824","0,005975","-0,322580645161288","8,11290322580645",100,100,2021-04-07 11:12:19,2020-12-25 06:17:29
COESU,007D,"8,296","0,067","53,297",0,"0,057",417,949,"0,003824","0,005975",0,"8,11290322580645",100,100,2021-04-07 11:12:34,2020-12-25 06:17:44
COESU,007D,"8,286","0,063","53,3687",0,"0,058",413,951,"0,003824","0,005975","0,645161290322584","8,11290322580645",100,100,2021-04-07 11:13:34,2020-12-25 06:18:44
COESU,007D,"8,286","0,063","53,386625",0,"0,057",417,949,"0,003824","0,005975","0,645161290322584","8,09677419354839",100,100,2021-04-07 11:13:49,2020-12-25 06:18:59
COESU,007D,"8,296","0,067","53,403355",0,"0,057",413,939,"0,003824","0,005975","0,645161290322584","8,09677419354839",100,100,2021-04-07 11:14:04,2020-12-25 06:19:13
COESU,007D,"8,296","0,067","53,42128",0,"0,058",424,943,"0,005975","0,005975","0,645161290322584","8,08064516129032",100,100,2021-04-07 11:14:19,2020-12-25 06:19:28
COESU,007D,"8,296","0,067","53,439205",0,"0,058",410,946,"0,003824","0,005975","1,29032258064516","8,06451612903226",100,100,2021-04-07 11:14:34,2020-12-25 06:19:43
COESU,007D,"8,286","0,067","53,475055",0,"0,057",413,947,"0,003824","0,005975","1,29032258064516","8,08064516129032",100,100,2021-04-07 11:15:04,2020-12-25 06:20:13
COESU,007D,"8,286","0,067","53,510905",0,"0,058",413,941,"0,003824","0,005975","1,61290322580645","8,11290322580645",100,100,2021-04-07 11:15:34,2020-12-25 06:20:43
COESU,007D,"8,296","0,067","53,52883",0,"0,058",415,946,"0,003824","0,005975","1,61290322580645","8,09677419354839",100,100,2021-04-07 11:15:49,2020-12-25 06:20:58
COESU,007D,"8,286","0,067","53,582605",0,"0,058",413,951,"0,003824","0,005975","1,93548387096774","8,11290322580645",100,100,2021-04-07 11:16:34,2020-12-25 06:21:43
COESU,007D,"8,296","0,067","53,618455",0,"0,058",413,960,"0,003824","0,005975","2,25806451612903","8,06451612903226",100,100,2021-04-07 11:17:04,2020-12-25 06:22:13
COESU,007D,"8,296","0,067","53,63638",0,"0,058",414,954,"0,003824","0,005975","2,25806451612903","8,09677419354839",100,100,2021-04-07 11:17:19,2020-12-25 06:22:28
COESU,007D,"8,286","0,067","53,70808",0,"0,057",415,952,"0,003824","0,005975","2,90322580645162","8,04838709677419",100,100,2021-04-07 11:18:19,2020-12-25 06:23:28
COESU,007D,"8,296","0,067","53,726005",0,"0,057",414,954,"0,003824","0,005975","3,2258064516129","8,09677419354839",100,100,2021-04-07 11:18:34,2020-12-25 06:23:43
PV8DX,007D,"8,286","0,063","0,075285",0,"0,058",412,941,"0,005975","0,005975","4,83870967741935","8,09677419354839",100,100,2021-04-07 11:21:19,
PV8DX,007D,"8,286","0,063","0,075285",0,"0,058",412,941,"0,005975","0,005975","4,83870967741935","8,09677419354839",100,100,2021-04-07 11:21:19,
PV8DX,007D,"8,286","0,067","0,064052",0,"0,058",413,949,"0,003824","0,003824","4,83870967741935","8,11290322580645",100,100,2021-04-07 11:21:34,
PV8DX,007D,"8,286","0,067","0,064052",0,"0,058",413,949,"0,003824","0,003824","4,83870967741935","8,11290322580645",100,100,2021-04-07 11:21:34,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",412,953,"0,003824","0,005975","4,83870967741935","8,08064516129032",100,100,2021-04-07 11:21:49,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,057",412,953,"0,003824","0,005975","4,83870967741935","8,08064516129032",100,100,2021-04-07 11:21:49,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,952,"0,003824","0,005975","5,16129032258065","8,11290322580645",100,100,2021-04-07 11:22:19,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,952,"0,003824","0,005975","5,16129032258065","8,11290322580645",100,100,2021-04-07 11:22:19,
PV8DX,007D,"8,296","0,063","0,075285",0,"0,058",411,949,"0,003824","0,005975","5,48387096774194","8,11290322580645",100,100,2021-04-07 11:22:34,
PV8DX,007D,"8,296","0,063","0,075285",0,"0,058",411,949,"0,003824","0,005975","5,48387096774194","8,11290322580645",100,100,2021-04-07 11:22:34,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,944,"0,005975","0,005975","6,12903225806452","8,08064516129032",100,100,2021-04-07 11:23:34,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,944,"0,005975","0,005975","6,12903225806452","8,08064516129032",100,100,2021-04-07 11:23:34,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,944,"0,003824","0,005975","6,12903225806452","8,11290322580645",100,100,2021-04-07 11:23:49,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,944,"0,003824","0,005975","6,12903225806452","8,11290322580645",100,100,2021-04-07 11:23:49,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,059",411,950,"0,005975","0,005975","6,12903225806452","8,08064516129032",100,100,2021-04-07 11:24:04,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,059",411,950,"0,005975","0,005975","6,12903225806452","8,08064516129032",100,100,2021-04-07 11:24:04,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,952,"0,003824","0,005975","6,12903225806452","8,06451612903226",100,100,2021-04-07 11:24:19,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,952,"0,003824","0,005975","6,12903225806452","8,06451612903226",100,100,2021-04-07 11:24:19,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",411,949,"0,005975","0,005975","6,7741935483871","8,11290322580645",100,100,2021-04-07 11:25:04,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",411,949,"0,005975","0,005975","6,7741935483871","8,11290322580645",100,100,2021-04-07 11:25:04,
COESU,007D,"8,286","0,067","60,03441",0,"0,057",412,942,"0,003824","0,005975","-0,322580645161288","8,09677419354839",100,100,2021-04-07 12:46:33,2020-12-25 07:51:42
COESU,007D,"8,286","0,063","60,052335",0,"0,057",412,953,"0,003824","0,005975","-0,645161290322584","8,09677419354839",100,100,2021-04-07 12:46:48,2020-12-25 07:51:57
COESU,007D,"8,286","0,067","60,303285",0,"0,058",415,945,"0,003824","0,005975","1,29032258064516","8,09677419354839",100,100,2021-04-07 12:50:18,2020-12-25 07:55:27
COESU,007D,"8,296","0,067","60,374985",0,"0,057",415,953,"0,003824","0,005975","1,93548387096774","8,11290322580645",100,100,2021-04-07 12:51:18,2020-12-25 07:56:27
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,948,"0,003824","0,005975","4,83870967741935","8,06451612903226",100,100,2021-04-07 12:56:03,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",413,953,"0,003824","0,005975","5,48387096774194","8,09677419354839",100,100,2021-04-07 12:56:48,
PV8DX,007D,"8,296","0,067",0,0,"0,058",411,950,"0,003824",0,"5,48387096774194","8,06451612903226",100,100,2021-04-07 12:57:18,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",414,952,"0,005975","0,005975","5,80645161290322","8,06451612903226",100,100,2021-04-07 12:57:48,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,059",415,954,"0,005975","0,005975","6,12903225806452","8,09677419354839",100,100,2021-04-07 12:58:03,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",418,953,"0,003824","0,005975","6,12903225806452","8,08064516129032",100,100,2021-04-07 12:58:18,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",416,941,0,"0,005975","6,45161290322581","8,08064516129032",100,100,2021-04-07 12:58:33,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",412,941,"0,005975","0,005975","6,7741935483871","8,08064516129032",100,100,2021-04-07 12:59:18,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",417,947,"0,005975","0,005975","6,7741935483871","8,08064516129032",100,100,2021-04-07 12:59:33,
PV8DX,007D,"8,296","0,067","0,080065",0,"0,058",412,948,"0,003824","0,005975","7,41935483870968","8,11290322580645",100,100,2021-04-07 13:00:18,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",415,942,"0,005975","0,005975","7,41935483870968","8,12903225806452",100,100,2021-04-07 13:00:33,
PV8DX,007D,"8,176","0,067","0,080065",0,"0,059",415,941,"0,005975","0,005975","5,16129032258065","7,98387096774193",100,100,2021-04-08 23:11:37,
PV8DX,007D,"8,176","0,063","0,075285",0,"0,059",412,951,"0,003824","0,005975","4,83870967741935",8,100,100,2021-04-08 23:12:22,
PV8DX,007D,"8,166","0,063","0,075285",0,"0,059",412,955,"0,003824","0,005975","4,51612903225806",8,100,100,2021-04-08 23:13:07,
COESU,007D,"8,176","0,063","76,82894",0,"0,058",414,896,"0,003824","0,005975","3,2258064516129","7,98387096774193",100,100,2021-04-09 23:17:34,2020-12-27 18:22:44
COESU,007D,"8,176","0,063","76,86479",0,"0,059",414,944,"0,003824","0,005975","2,90322580645162","7,95161290322581",100,100,2021-04-09 23:18:04,2020-12-27 18:23:14
COESU,007D,"8,166","0,067","77,00819",0,"0,058",414,950,"0,003824","0,005975","1,29032258064516","7,98387096774193",100,100,2021-04-09 23:20:04,2020-12-27 18:25:14
COESU,007D,"8,166","0,063","77,026115",0,"0,058",416,944,"0,003824","0,005975","1,29032258064516","7,95161290322581",100,100,2021-04-09 23:20:19,2020-12-27 18:25:29
COESU,007D,"8,166","0,063","77,097815",0,"0,058",415,953,"0,003824","0,005975","0,967741935483872","7,95161290322581",100,100,2021-04-09 23:21:19,2020-12-27 18:26:29
COESU,007D,"8,166","0,063","77,11574",0,"0,058",416,949,"0,005975","0,005975","0,645161290322584","7,95161290322581",100,100,2021-04-09 23:21:34,2020-12-27 18:26:44
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",414,951,"0,003824","0,005975","3,87096774193548","8,09677419354839",100,100,2021-04-10 12:42:39,
PV8DX,007D,"8,286","0,067","0,080065",0,"0,058",413,939,"0,005975","0,005975","3,54838709677419","8,08064516129032",100,100,2021-04-10 12:42:54,
